#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED
'F','DDA7C8','LS-4','D-8042','CH','Y','Y'
'F','DDA7C9','Unknown','8','','Y','Y'
'F','DDA7CC','LS-4','D-2700','AG','Y','Y'
'F','DDA7CD','Ventus 2cxT','D-KBHT','1G','Y','Y'
'F','DDA7E8','Twin Astir III','PH-1001','B4','Y','Y'
'F','DDA7E9','ASK-21','G-CJVZ','JVZ','Y','Y'
'F','DDA7F4','LS-4','F-CNHH','HH','Y','Y'
'F','DDA7FB','Discus 2cT','D-XXAC','AC','Y','Y'
'F','DDA80D','Astir Jeans','D-7759','','Y','Y'
'F','DDA813','','','','Y','N'
'F','DDA820','Pegase','f-chei','','Y','Y'
'F','DDA821','','','','Y','N'
'F','DDA82C','Janus B','F-CFAX','EAX','Y','Y'
'F','DDA831','SF-34','F-CIHC','HC','Y','Y'
'F','DDA832','ASW-20','F-CBDA','EYV','Y','Y'
'F','DDA833','SF-25','F-CMCJ','CJ','Y','Y'
'F','DDA83F','Duo Discus','D-6508','DL','Y','Y'
'F','DDA842','Ground Station','KM01','KM','Y','Y'
'F','DDA843','Other','D-3534','II','Y','Y'
'F','DDA844','Pegase','F-CHFD','FD','Y','Y'
'F','DDA846','ASK-13','F-CDYM','YM','Y','Y'
'F','DDA84E','Duo Discus','F-CHTM','TM','Y','Y'
'F','DDA84F','Janus B','F-CCHR','WH','Y','Y'
'F','DDA85A','Discus 2c','D-3450','L1','Y','Y'
'F','DDA85E','Nimbus 3D','F-CFUG','CLM','Y','Y'
'F','DDA861','ASK-13','D-0555','55','Y','Y'
'F','DDA86C','Cirrus Std','OK-1974','LJ','Y','Y'
'F','DDA87A','Duo Discus','F-CIDD','DD','Y','Y'
'F','DDA884','DG-303','G-CKJH','KJH','Y','Y'
'F','DDA886','ASK-21','G-CKLW','KLW','Y','Y'
'F','DDA889','Janus B','F-CKTZ','KTZ','Y','Y'
'F','DDA88F','DG-800','D-KERO','RO','Y','Y'
'F','DDA896','ASK-13','D-5799','W4','Y','Y'
'F','DDA8A4','Discus','D-4682','MUS','Y','Y'
'F','DDA8B8','Discus','PH-1093','NJ','Y','Y'
'F','DDA8B9','DG-300','PH-1326','RF','Y','Y'
'F','DDA8BB','SZD-51 Junior','G-DHHD','HHD','Y','Y'
'F','DDA8D7','Ka-6 cr','D-5319','19','Y','Y'
'F','DDA8F7','DR-400','F-GGHI','HI','Y','Y'
'F','DDA8FA','Pegase','F-CHDR','DR','Y','Y'
'F','DDA8FB','H36 Dimona','F-CGAN','AN','Y','Y'
'F','DDA8FC','Pegase','F-CHEF','AB','Y','Y'
'F','DDA8FD','Astir Club','F-CFMG','R67','Y','Y'
'F','DDA8FE','Pegase','F-CHEO','77','Y','Y'
'F','DDA8FF','LS-4','F-CFZK','V40','Y','Y'
'F','DDA901','ASK-21','F-CBDT','','Y','Y'
'F','DDA909','LS-1','F-CBxx','BQ','Y','Y'
'F','DDA90C','ASK-13','D-1375','','Y','Y'
'F','DDA90D','Ventus 2cM','D-KOAF','MW','Y','Y'
'F','DDA933','ASK-21','G-CWA1','WA1','Y','Y'
'F','DDA938','Astir Jeans','D-7536','YA','Y','Y'
'F','DDA93A','ASK-21','G-CHPV','HPV','Y','Y'
'F','DDA93B','ASK-21','G-CHPW','HPW','Y','Y'
'F','DDA944','Astir Jeans','D-7580','NY','Y','Y'
'F','DDA945','Astir Club','F-CZAR','','Y','Y'
'F','DDA947','ASK-21','D-2629','1L','Y','Y'
'F','DDA951','Ventus 2cM','HB-2437','MZ','Y','Y'
'F','DDA98C','LS-4','D-6376','BZ','Y','Y'
'F','DDA98D','Astir CS-77','F-CFIB','IB','Y','Y'
'F','DDA990','MS-893 Commodore','F-BOTG','TG','Y','Y'
'F','DDA992','Janus B','F-CCAA','AA','Y','Y'
'F','DDA995','','','','N','N'
'F','DDA9A0','PA-25 Pawnee','OO-TUG','','Y','Y'
'F','DDA9AF','DG-303','G-CLMY','I3','Y','Y'
'F','DDA9B6','ASK-21','G-DEKG','A15','Y','Y'
'F','DDA9C1','ASK-21','D-1130','','Y','Y'
'O','DDA9C4','ASW-27','PH-1131','LR','Y','Y'
'F','DDA9CA','SZD-55','OE-5630','KE','Y','Y'
'F','DDA9CB','ASK-13','OE-5083','13','Y','Y'
'F','DDA9CE','Janus B','F-CHVU','VU','Y','Y'
'F','DDA9D4','PA-25 Pawnee','SE-EYB','','Y','Y'
'F','DDA9E1','LS-4','D-1716','6B','Y','Y'
'F','DDA9E3','ASK-21','D-6235','UO','Y','Y'
'F','DDA9E8','Astir CS-77','OO-ZWZ','WZ','Y','Y'
'F','DDA9F7','Ka-8','D-1749','W5','Y','Y'
'F','DDA9F8','Ventus ct','PH-1486','WM','Y','Y'
'F','DDAA0A','Ventus 2cxT','na','41','Y','Y'
'F','DDAA14','ASH-25','F-CLBS','BK','Y','Y'
'F','DDAA33','LS-4','D-0473','','Y','Y'
'F','DDAA3B','Ka-8','D-XX79','79','Y','Y'
'F','DDAA4A','Ka-8','D-3647','GAH','Y','Y'
'F','DDAA53','ASK-13','F-CLBG','','Y','Y'
'F','DDAA5A','Discus t','PH-1194','PW','Y','Y'
'F','DDAA5C','Ventus 2cxT','G-CKGC','64','Y','Y'
'F','DDAA5E','ASK-21','G-CHYT','HYT','Y','Y'
'F','DDAA63','ASK-21','G-CKJP','R12','Y','Y'
'F','DDAA67','Duo Discus','D-2903','AF','Y','Y'
'F','DDAA71','ASK-21','G-CJKK','A7','Y','Y'
'F','DDAA72','Discus t','','P3','Y','Y'
'F','DDAA73','LAK-19 T','G-CKMB','KMB','Y','Y'
'F','DDAA75','Ka-6 cr','D-9340','40','Y','Y'
'F','DDAA78','Duo Discus','D-7790','','Y','Y'
'F','DDAA7B','Other','OK-KKKK','KK','Y','Y'
'F','DDAA7C','ASK-23','D-XX87','87','Y','Y'
'F','DDAA81','Nimbus 2 C','G-DEFF','737','Y','Y'
'F','DDAA82','DG-1000 T','G-WYVN','12','Y','Y'
'F','DDAA84','ASK-21','G-CHYS','A14','Y','Y'
'F','DDAA85','ASW-27','G-CHYR','432','Y','Y'
'F','DDAA9B','LS-7','D-8197','7F','Y','Y'
'F','DDAA9C','Astir CS','D-3501','','Y','Y'
'F','DDAAA0','Bergfalke III','D-XX44','44','Y','Y'
'F','DDAAAC','PA-18 Super Cub','HB-PLG','PLG','Y','Y'
'F','DDAAB3','LS-4 W','D-4967','YH','Y','Y'
'F','DDAAB5','ASK-13','D-6864','64','Y','Y'
'F','DDAAB6','Astir CS','D-7224','24','Y','Y'
'F','DDAAB7','Astir CS','D-7227','CG','Y','Y'
'F','DDAABD','Ka-6 cr','D-5821','16','Y','Y'
'F','DDAADE','ASK-21','D-3932','32','Y','Y'
'F','DDAADF','HK36 Super Dimona','D-KFZW','ZW','Y','Y'
'F','DDAAE9','','','','N','N'
'F','DDAAED','Piper J-3 Cub','D-EBHV','HV','Y','Y'
'F','DDAAF4','Duo Discus xt','D-KLEV','X7','Y','Y'
'F','DDAAF5','Ka-8','D-8334','N2','Y','Y'
'F','DDAAFE','Nimbus 4','D-KUBR','ET','Y','Y'
'F','DDAB02','ASK-13','D-5311','11','Y','Y'
'F','DDAB07','Twin Astir II','F-CLLA','','Y','Y'
'I','DDAB0B','DG-200','D-6546','TL','Y','Y'
'F','DDAB2D','Nimbus 3DT','G-CJXA','Y44','Y','Y'
'F','DDAB2E','Ventus 2cxT','PH-1425','HC','Y','Y'
'F','DDAB32','DG-300','OE-5461','G3','Y','Y'
'F','DDAB3A','LS-8','G-CHVU','59','Y','Y'
'F','DDAB3D','Ventus cM','D-KKIL','GW','Y','Y'
'F','DDAB4C','LS-4','D-4293','BJ','Y','Y'
'F','DDAB50','Ka-8','D-5096','','Y','Y'
'F','DDAB52','LS-7','D-1330','ZI','Y','Y'
'F','DDAB5C','Ventus 2cxT','G-CKGB','T3','Y','Y'
'F','DDAB60','LS-8 18','D-0112','8Z','Y','Y'
'F','DDAB7B','ASK-13','OO-YDL','DL','Y','Y'
'F','DDAB8F','LS-7','OO-YEI','EI','Y','Y'
'F','DDAB9F','Ka-7','D-5303','03','Y','Y'
'F','DDABB0','Towplane','OO-NTB','NTB','Y','Y'
'F','DDABB1','LS-8','OO-YJH','YJH','Y','Y'
'F','DDABB8','ASK-21','D-1258','','Y','Y'
'F','DDABBD','LS-4','F-CEIS','V22','Y','Y'
'F','DDABBE','Janus B','F-CFAZ','AZ','Y','Y'
'F','DDABBF','Twin Astir III','F-CGXG','XG','Y','Y'
'F','DDABC8','Astir CS','PH-1064','','Y','Y'
'F','DDABD1','ASK-23','PH-929','V7','Y','Y'
'F','DDABED','LAK-17 A','F-CNOU','POF','Y','Y'
'F','DDABF1','PA-18 Super Cub','G-BJIV','','Y','Y'
'F','DDABF7','SF-25','G-OSUT','','Y','Y'
'F','DDABF9','Duo Discus t','G-DDJF','JF','Y','Y'
'F','DDAC09','Pegase','F-CHLM','EO','Y','Y'
'F','DDAC0A','Pegase','F-CHEL','EL','Y','Y'
'F','DDAC0F','DG-300','F-CFVL','VL','Y','Y'
'F','DDAC13','DR-400','F-GABH','BH','Y','Y'
'F','DDAC1A','Twin Astir II','F-CFHK','T36','Y','Y'
'F','DDAC1B','Duo Discus','F-CATF','TF','Y','Y'
'F','DDAC1F','ASK-21','F-CIVY','VY','Y','Y'
'F','DDAC2D','LS-4','F-CHOU','OU','Y','Y'
'F','DDAC35','ASK-13','D-4632','32','Y','Y'
'F','DDAC3A','ASK-13','D-6052','52','Y','Y'
'F','DDAC4D','Ikarus C42 B','D-MUWH','','Y','Y'
'F','DDAC4F','Discus 2c','D-6132','ES','Y','Y'
'F','DDAC5E','HK36 Super Dimona','D-KSBD','BD','Y','Y'
'F','DDAC67','LS-4 W','G-CJJB','615','Y','Y'
'F','DDAC68','DR-400','F-GEIL','IL','Y','Y'
'F','DDAC6B','Ka-6 e','F-CECS','CS','Y','Y'
'F','DDAC6F','','','','N','N'
'F','DDAC76','DG-500','F-CINQ','jw5','Y','Y'
'F','DDAC7A','Ventus','D-3480','MM','Y','Y'
'F','DDAC7B','ASW-24','F-CHIG','57','Y','Y'
'F','DDAC7E','LS-4','F-CHBL','VS','Y','Y'
'F','DDAC80','ASK-21','F-CBDQ','DQ','Y','Y'
'F','DDAC81','ASW-19','D-0962','ID','Y','Y'
'F','DDAC86','Astir CS','D-7393','','Y','Y'
'F','DDAC88','','','','N','Y'
'F','DDAC8A','Ventus t','D-KEDJ','DJ','Y','Y'
'F','DDAC8E','Twin Astir II','F-CFYK','T91','Y','Y'
'F','DDAC92','LS-4','F-CFZI','ZI','Y','Y'
'F','DDACA0','Ventus','OH-1006','DT','Y','Y'
'F','DDACA1','Ventus bT','G-CJBT','333','Y','Y'
'F','DDACA4','ASK-21','F-CHIN','IN','Y','Y'
'F','DDACAA','Ventus 2cxM','D-KCYH','RM','Y','Y'
'F','DDACAE','PA-25 Pawnee','G-BETM','','Y','Y'
'F','DDACAF','DG-505','G-CEYC','5GC','Y','Y'
'F','DDACB4','LS-4','F-CFZM','V43','Y','Y'
'F','DDACB7','Twin Astir II','F-CFKJ','KJ','Y','Y'
'F','DDACC0','','','','N','N'
'F','DDACD0','ASK-21','D-1473','SH','Y','Y'
'F','DDACFB','DG-505','D-4176','','Y','Y'
'F','DDACFC','Ka-8','D-6346','46','Y','Y'
'F','DDAD01','SZD-48-3 Jantar Std 3','SP3817','AS','Y','Y'
'F','DDAD02','PA-25 Pawnee','OY-CYY','YY','Y','Y'
'F','DDAD0D','Ventus 2cxM','D-KPMA','MA','Y','Y'
'F','DDAD16','DG-100','OK-3734','EZ','Y','Y'
'F','DDAD1A','Ventus 2','D-4770','D70','Y','Y'
'F','DDAD22','LS-4','G-CJLJ','A3','Y','Y'
'F','DDAD26','Piccolo B','D-KIIS','IS','Y','Y'
'F','DDAD34','Ventus bT','PH-1512','HR','Y','Y'
'F','DDAD38','LS-4 W','D-3397','BE','Y','Y'
'F','DDAD3F','Nimbus 3DT','G-CFWK','29','Y','Y'
'F','DDAD40','','','','N','N'
'F','DDAD48','Ventus bT','G-CFDE','510','Y','Y'
'F','DDAD51','Discus 2t','D-KDHF','HF','Y','Y'
'F','DDAD5F','Astir Jeans','G-CITE','LPM','Y','Y'
'F','DDAD64','DR-400','D-ELFR','FR','Y','Y'
'F','DDAD66','ASK-13','D-2182','82','Y','Y'
'F','DDAD69','Discus t','G-CJGR','BT','Y','Y'
'F','DDAD87','Janus C','OY-ENX','T1','Y','Y'
'F','DDAD9A','Ventus 2bx','F-CIJT','EL','Y','Y'
'F','DDAD9C','Mosquito','D-9562','IMO','Y','Y'
'F','DDADA4','Ka-8','OO-ZAV','AV','Y','Y'
'F','DDADA7','Pegase','G-CFVP','FVP','Y','Y'
'F','DDADB3','Ka-6 e','','BJ','Y','Y'
'F','DDADE4','ASW-20','F-CFFZ','TA','Y','Y'
'F','DDADE5','Discus 2','D-3311','AB','Y','Y'
'F','DDADF0','DG-808 C','D-KBTM','TM','Y','Y'
'F','DDADFE','LS-6 18','F-CFTP','G2','Y','Y'
'F','DDAE00','Discus','D-3365','SH','Y','Y'
'F','DDAE0E','Libelle Std','D-5585','FB','Y','Y'
'F','DDAE16','Twin Astir III','D-KATL','ITL','Y','Y'
'F','DDAE20','ASW-20','EC-GOX','EF','Y','Y'
'F','DDAE26','Pegase','F-CHKT','KT','Y','Y'
'F','DDAE27','MS-893 Commodore','F-BRKU','KU','Y','Y'
'F','DDAE29','ASK-21','D-5618','BA','Y','Y'
'F','DDAE35','LS-4','D-3312','B1','Y','Y'
'F','DDAE36','Unknown','','4H','Y','Y'
'F','DDAE3B','Ventus 2','D-4342','D','Y','Y'
'F','DDAE49','ASK-13','F-CEJT','','Y','Y'
'F','DDAE59','ASK-21','OY-XZK','ZK','Y','Y'
'F','DDAE62','LS-4','F-CGYJ','','Y','Y'
'F','DDAE6D','ASK-13','D-6489','','Y','Y'
'F','DDAE79','Discus 2c','D-7515','HY','Y','Y'
'F','DDAE95','DG-1000','D-0697','WI','Y','Y'
'F','DDAEA1','Duo Discus','OE-5684','','Y','Y'
'F','DDAEA6','Pegase','F-CFXV','','Y','Y'
'F','DDAEC1','','','','N','N'
'F','DDAECC','ASK-13','F-CEAJ','','Y','Y'
'F','DDAECE','ASK-13','F-CEAI','AI','Y','Y'
'F','DDAECF','Pegase','F-CGNP','Y31','Y','Y'
'F','DDAED2','Cessna 208','OO-FUS','','Y','Y'
'F','DDAEDC','DR-400','F-GBAK','AK','Y','Y'
'F','DDAEDE','Pegase','F-CGHF','E9','Y','Y'
'F','DDAEDF','Pegase','F-CHFM','','Y','Y'
'F','DDAEE2','Discus 2','F CFDO','LV','Y','Y'
'F','DDAEE6','Discus t','','PS','Y','Y'
'F','DDAEE7','Other','F-JPAB','','Y','Y'
'F','DDAEEA','SZD-55','LN-GAZ','AZ','Y','Y'
'F','DDAEEE','LS-8','D-1152','CP','Y','Y'
'F','DDAEF3','Pegase','F-CHLA','','Y','Y'
'F','DDAEFA','ASK-21','D-3469','SI','Y','Y'
'F','DDAF13','Libelle Std','D-0020','M1','Y','Y'
'F','DDAF1C','Ka-8','F-CEJS','JS','Y','Y'
'F','DDAF20','Ka-6 e','F-CDRE','RE','Y','Y'
'F','DDAF23','Different Aircraft','SPARE 3','SP3','Y','Y'
'F','DDAF2D','ASK-23','D-4793','SJ','Y','Y'
'F','DDAF31','PIK-20 E','D-KEJS','J2','Y','Y'
'F','DDAF34','Pegase','F-CGET','ET','Y','Y'
'F','DDAF35','Astir Club','F-CFMF','R66','Y','Y'
'F','DDAF3E','ASK-13','F-CDYS','','Y','Y'
'F','DDAF46','LS-1 f','OM-3128','LS','Y','Y'
'F','DDAF4E','ASK-21','D-8999','','Y','Y'
'F','DDAF4F','alliance 34','F-CJBG','','Y','Y'
'F','DDAF55','Astir CS','F-CJHA','HA','Y','Y'
'F','DDAF5F','ASW-20','F-CBDC','DC','Y','Y'
'F','DDAF64','PIK-20 E','D-KIFA','FA','Y','Y'
'F','DDAF6C','Twin Astir II','D-1280','YM','Y','Y'
'F','DDAF83','Antares 20 E','D-KLDR','LN','Y','Y'
'F','DDAF97','SZD-41 Jantar Std','D-KAZF','4W','Y','Y'
'F','DDAF99','ASK-13','F-CECU','CU','Y','Y'
'F','DDAFA2','SF-25','D-KDBD','BD','Y','Y'
'F','DDAFA3','LS-4','LN-GIK','IK','Y','Y'
'F','DDAFAF','MS-893 Commodore','F-BLGA','','Y','Y'
'F','DDAFB0','LS-4','F-CEIP','V20','Y','Y'
'F','DDAFB2','DR-400','F-GVIK','IK','Y','Y'
'F','DDAFB5','ASW-20','F-CFFP','','Y','Y'
'F','DDAFB9','ASK-21','F-CBDY','DY','Y','Y'
'F','DDAFBD','ASK-13','F-CHRK','RK','Y','Y'
'F','DDAFBE','Pegase','F-CGOM','','Y','Y'
'F','DDAFC6','','','','N','N'
'F','DDAFC7','LS-8 18','F-CPLS','GW','Y','Y'
'F','DDAFD1','ASW-15','OK-0000','ZM1','Y','Y'
'I','DDAFE6','Discus t','D-KBVH','VH','Y','Y'
'F','DDAFE7','Cessna 208','OO-FFB','','Y','Y'
'F','DDAFF3','Janus B','F-CFAU','','Y','Y'
'F','DDAFFA','ASK-13','D-2139','39','Y','Y'
'F','DDAFFE','DG-500','F-CHJG','JG','Y','Y'
'F','DDAFFF','MS-893 Commodore','F-BLIK','IK','Y','Y'
'F','DDB00F','DR-400','HB-KDO','KDO','Y','Y'
'F','DDB015','DG-100','D-3031','WB','Y','Y'
'F','DDB032','Astir CS','D-7270','YZ','Y','Y'
'F','DDB033','H36 Dimona','HB-2363','DIM','Y','Y'
'F','DDB03F','DG-200','D-9992','','Y','Y'
'F','DDB04B','ASW-20','OY-XPK','PK','Y','Y'
'F','DDB060','ASK-13','F-CEAX','','Y','Y'
'F','DDB064','Janus C','F-CFAN','J43','Y','Y'
'F','DDB06A','ASK-13','F-CJYJ','YJ','Y','Y'
'F','DDB074','Cessna 208','OO-JEE','','Y','Y'
'F','DDB07A','Libelle Std','OO-ZNB','DC','Y','Y'
'F','DDB085','Ventus 2cM','','A1','Y','Y'
'F','DDB08B','ASK-21','D-5851','B2','Y','Y'
'F','DDB08E','Discus','F-CGGB','IL','Y','Y'
'F','DDB08F','ASW-27','D-2753','27','Y','Y'
'F','DDB096','LS-4','F-CFZX','79','Y','Y'
'F','DDB0A0','Ventus 2CXa','F-CIJU','CF','Y','Y'
'F','DDB0A2','Pegase','F-CGBC','BC','Y','Y'
'F','DDB0B4','DR-400','F-BUHC','','Y','Y'
'F','DDB0B6','SF-28','F-CEYB','','Y','Y'
'F','DDB0BA','DG-1000','F-CJRA','','Y','Y'
'F','DDB0BF','Twin Astir III','OH-810','','Y','Y'
'F','DDB0CD','LS-4','D-0894','4R','Y','Y'
'F','DDB0D1','ASK-23','F-CGCZ','','Y','Y'
'F','DDB0DF','Pegase','F-CGSG','','Y','Y'
'F','DDB0E6','ASK-21','D-4183','TA','Y','Y'
'F','DDB0EF','DG-500','F-CHJB','JB','Y','Y'
'F','DDB0F2','Unknown','STG-P-U','PU','Y','Y'
'F','DDB0F5','DG-500','F-CHJH','','Y','Y'
'F','DDB0FA','DG-600','D-KBLW','LW','Y','Y'
'F','DDB100','ASK-13','F-CEAM','AM','Y','Y'
'F','DDB102','Ground Station','TEST','','Y','Y'
'F','DDB108','Pegase','F-CHEN','EN','Y','Y'
'F','DDB114','Ka-6 cr','D-5234','','Y','Y'
'F','DDB117','DR-400','F-GJQH','','Y','Y'
'F','DDB11C','ASK-13','F-CECK','CK','Y','Y'
'F','DDB11F','ASK-21','KFY','KFY','Y','Y'
'F','DDB121','Libelle Std','F-CDPC','51','Y','Y'
'F','DDB14B','Ventus 2cxT','D-KMUW','UW','Y','Y'
'F','DDB156','Z-226 trener','OM-MGO','MGO','Y','Y'
'F','DDB15A','SF-25','F-CIBN','BN','Y','Y'
'F','DDB16D','Astir CS','F-CHMR','','Y','Y'
'F','DDB16F','Twin Astir II','F-CFYD','','Y','Y'
'F','DDB171','Libelle Std','F-CDAF','735','Y','Y'
'F','DDB175','ASG-29E','D-KVAB','3AB','Y','Y'
'F','DDB179','Pegase','F-CHGF','','Y','Y'
'F','DDB17A','Duo Discus','F-CHTR','','Y','Y'
'F','DDB17C','Duo Discus','F-CIDC','','Y','Y'
'F','DDB180','LS-4','D-1358','IXL','Y','Y'
'F','DDB185','Zodiac CH601XL','D-MAAO','AO','Y','Y'
'F','DDB18A','SF-34','F-CIHY','RB','Y','Y'
'F','DDB18D','Ka-8','F-CFTC','JH','Y','Y'
'F','DDB18E','SF-25','PH-1314','P14','Y','Y'
'F','DDB1A2','ASK-13','G-CJPC','JPC','Y','Y'
'F','DDB1A7','Husky A-1','D-ETWZ','WZ','Y','Y'
'F','DDB1AB','Pegase','F-CGxx','B90','Y','Y'
'F','DDB1AF','LS-6','D-5673','GK','Y','Y'
'F','DDB1B0','LS-8','PH-1172','LDS','Y','Y'
'F','DDB1BB','Janus Ce','F-CIEU','','Y','Y'
'F','DDB1BE','Twin Astir III','F-CKSL','SL','Y','Y'
'F','DDB1C7','PW-5','OE-5579','G8','Y','Y'
'F','DDB1D6','Twin Astir III','F-CLOU','','Y','Y'
'F','DDB1DB','LS-3','D-3344','44','Y','Y'
'F','DDB1E3','LS-4','F-CFZS','','Y','Y'
'F','DDB1E6','Mini Nimbus','U1','U1','Y','Y'
'F','DDB1F8','ASK-21','F-CHIA','IA','Y','Y'
'F','DDB1FA','Ka-6 e','D-4075','','Y','Y'
'F','DDB1FF','LS-8 18','F-CIBA','V60','Y','Y'
'F','DDB200','MS-893 Commodore','F-BRKL','','Y','Y'
'I','DDB215','Ka-8','D-2934','34','Y','Y'
'F','DDB217','Cirrus Std','D-0783','A7','Y','Y'
'F','DDB223','ASK-13','F-CEAA','AA','Y','Y'
'F','DDB225','LS-3','D-6336','NR','Y','Y'
'F','DDB23E','Libelle Std','D-0671','71','Y','Y'
'F','DDB242','Discus','EL','','Y','Y'
'F','DDB262','Nimbus 4DT','G-CHNU','48','Y','Y'
'F','DDB264','Marianne','F-CEJE','105','Y','Y'
'F','DDB268','Marianne','F-CEJE','105','Y','Y'
'F','DDB26D','PA-18 Super Cub','OE-APG','PG','Y','Y'
'F','DDB27B','ASW-20','D-1826','26','Y','Y'
'F','DDB27C','Duo Discus','F-CHTV','','Y','Y'
'F','DDB28F','Std. Astir III','F-CGSJ','','Y','Y'
'F','DDB290','Pegase','F-CGEY','EY','Y','Y'
'F','DDB29E','MS-893 Commodore','F-BSDE','','Y','Y'
'F','DDB29F','Discus','F-CLUF','UF','Y','Y'
'F','DDB2A0','Twin Astir III','F-CGXB','','Y','Y'
'F','DDB2A3','Pegase','F-CHGZ','GZ','Y','Y'
'F','DDB2AB','Twin Astir III','F-CGXA','','Y','Y'
'F','DDB2AD','LS-4','F-CFZN','','Y','Y'
'F','DDB2AE','PIK-20 B','OH-965','P2','Y','Y'
'F','DDB2BE','Ventus bT','OK 0369','SK','Y','Y'
'F','DDB2C3','Aquila A210','DELTP','TP','Y','Y'
'F','DDB314','ASH-26 E','D-KAGS','KGS','Y','Y'
'F','DDB341','','','','N','Y'
'F','DDB350','Libelle Std','VH-GCJ','CJ','Y','Y'
'F','DDB364','Astir CS-77','VH-IKT','IKT','Y','Y'
'F','DDB36C','PIK-20 B','VH-WQF','WQF','Y','Y'
'F','DDB375','Libelle Std','OE-0922','22','Y','Y'
'F','DDB376','PA-25 Pawnee','VH-CUR','','Y','Y'
'F','DDB3A7','LS-4','VH-XCL','','Y','Y'
'F','DDB3AF','LS-3','VH-WUP','','Y','Y'
'F','DDB3DB','Unknown','VH-GHZ','HZ','Y','Y'
'F','DDB3FB','Bellanca Scout','VH-UTK','','Y','Y'
'F','DDB3FC','SZD-51 Junior','VH-XOB','','Y','Y'
'F','DDB3FD','LS-7','VH-XJJ','','Y','Y'
'F','DDB3FE','Twin Astir II','VH-KYK','','Y','Y'
'F','DDB3FF','LS-4','VH-ZBC','','Y','Y'
'F','DDB401','PA-25 Pawnee','VH-SSO','SSO','Y','Y'
'F','DDB438','LS-8','ZK-GTD','TD','Y','Y'
'F','DDB469','ASW-19','VH-EAT','AT','Y','Y'
'F','DDB495','ASK-21','D-6621','K21','Y','Y'
'F','DDB49E','Janus B','VH-IZI','IZI','Y','Y'
'F','DDB529','Duo Discus','VH-GHE','HE','Y','Y'
'F','DDB531','ASK-21','VH-GFQ','','Y','Y'
'F','DDB533','PA-25 Pawnee','VH-MCF','','Y','Y'
'F','DDB542','Twin Astir II','VH-IKM','IKM','Y','Y'
'F','DDB548','Cirrus Std','VH-GON','ON','Y','Y'
'F','DDB58C','ASK-21','VH-GFZ','','Y','Y'
'F','DDB58D','PA-25 Pawnee','VH-BXP','','Y','Y'
'F','DDB5A3','Discus 2','F-CFDX','FM1','Y','Y'
'F','DDB5B2','ASW-15','D-8658','JS','Y','Y'
'F','DDB70C','ASK-21','VH-GVA','VA','Y','Y'
'F','DDB780','DG-1000','VH-NDG','NDG','Y','Y'
'F','DDBA99','Ventus 2cxM','DKSPF','PF','Y','Y'
'F','DDBA9D','Duo Discus x','D-9004','PK','Y','Y'
'F','DDBA9E','Ventus 2cxT','D-KFSH','33','Y','Y'
'F','DDBAAA','Duo Discus','D-4791','DY','Y','Y'
'F','DDBAAE','LS-8','OY-TNX','X','Y','Y'
'F','DDBAC4','Ventus 2bx','D-1594','DE','Y','Y'
'F','DDBAC7','Ventus cM','','','Y','Y'
'F','DDBAC8','Discus 2cT','D-KABC','BC','Y','Y'
'F','DDBACE','DG-500','D-KCPF','','Y','Y'
'F','DDBAD0','Duo Discus t','OO-YBG','BG','Y','Y'
'F','DDBAD2','LS-8 18','D-xx22','YI','Y','Y'
'F','DDBAD8','Duo Discus xt','D-KELT','LT','Y','Y'
'F','DDBAEA','Discus','OY-XZT','ZT','Y','Y'
'F','DDBAF1','Ventus','DDB','AF1','Y','Y'
'F','DDBAFE','LS-7','GCJTR','D53','Y','Y'
'F','DDBB11','DG-600','G-krwr','LMA','Y','Y'
'F','DDBB12','LS-6 18','D-6425','SA','Y','Y'
'F','DDBB19','Discus t','G-KEDK','Y2','Y','Y'
'F','DDBB20','DG-808 B','3R','3R','Y','Y'
'F','DDBB2C','Nimbus 4D','F-CJAC','Z','Y','Y'
'F','DDBB34','ASG-29','F-CZEF','U2','Y','Y'
'F','DDBB3D','Unknown','F-ZOU','TG','Y','Y'
'F','DDBB43','Discus','D-2574','OF','Y','Y'
'F','DDBB5D','ASG-29E','G-CKOY','S9','Y','Y'
'F','DDBB64','LS-4 W','PH-1484','N6','Y','Y'
'F','DDBB6B','DG-1000 T','D-KIST','W4','Y','Y'
'F','DDBB78','LS-8','D-7718','T1','Y','Y'
'F','DDBB7A','Ventus 2cxT','D-KHWL','WL','Y','Y'
'F','DDBB85','Duo Discus xlt','F-CJYB','YB','Y','Y'
'F','DDBB86','DG-400','G-BNXL','L11','Y','Y'
'F','DDBB90','ASW-28 18','G-CLFZ','644','Y','Y'
'F','DDBB95','LS-4','G-DEMT','MF','Y','Y'
'O','DDBB98','Other','IG01','IG0','Y','Y'
'F','DDBB9B','LS-4','D-7828','5J','Y','Y'
'F','DDBBA6','Duo Discus xt','G-XDUO','DUO','Y','Y'
'F','DDBBA7','Discus 2cT','G-saoc','R6','Y','Y'
'F','DDBBB7','DG-1000','F-CGRM','','Y','Y'
'F','DDBBBF','Janus C','F-CIML','ML','Y','Y'
'F','DDBBC0','Cirrus Std','G-CFMU','FMU','Y','Y'
'F','DDBBC3','ASK-21','D-6153','NI','Y','Y'
